lottery,strategy_id,window_segment,top_k,metric_family,sample_size_draws,sample_size_rows,m1_hits,m2_hits,m3_hits,m3plus_draw_successes,m1_rate,m2_rate,m3_rate,m3plus_hit_rate,baseline_mode,baseline_value,delta,delta_pp,inferential_status,readiness_status,eligibility_status,exclusion_reason,source_artifact
DAILY_539,acb_markov_midfreq,recent_500,1,main_number_hit_count,500,500,259,54,7,7,0.51800000,0.10800000,0.01400000,0.01400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq,recent_1500,1,main_number_hit_count,1500,1500,764,170,20,20,0.50933333,0.11333333,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq,full_available,1,main_number_hit_count,1500,1500,764,170,20,20,0.50933333,0.11333333,0.01333333,0.01333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq_3bet,recent_100,3,main_number_hit_count,100,300,150,40,3,3,0.50000000,0.13333333,0.01000000,0.03000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq_3bet,recent_150,3,main_number_hit_count,150,450,235,62,5,5,0.52222222,0.13777778,0.01111111,0.03333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq_3bet,recent_500,3,main_number_hit_count,500,1500,799,193,16,16,0.53266667,0.12866667,0.01066667,0.03200000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq_3bet,recent_1500,3,main_number_hit_count,1500,4500,2359,558,52,52,0.52422222,0.12400000,0.01155556,0.03466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_markov_midfreq_3bet,full_available,3,main_number_hit_count,1500,4500,2359,558,52,52,0.52422222,0.12400000,0.01155556,0.03466667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_single_539,recent_100,1,main_number_hit_count,100,100,48,13,0,0,0.48000000,0.13000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_single_539,recent_150,1,main_number_hit_count,150,150,77,24,0,0,0.51333333,0.16000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_single_539,recent_500,1,main_number_hit_count,500,500,250,63,5,5,0.50000000,0.12600000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_single_539,recent_1500,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,acb_single_539,full_available,1,main_number_hit_count,1500,1500,813,179,16,16,0.54200000,0.11933333,0.01066667,0.01066667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold,recent_100,3,main_number_hit_count,100,100,48,17,0,0,0.48000000,0.17000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold,recent_150,3,main_number_hit_count,150,150,76,22,0,0,0.50666667,0.14666667,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold,recent_500,3,main_number_hit_count,500,500,256,73,3,3,0.51200000,0.14600000,0.00600000,0.00600000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold,recent_1500,3,main_number_hit_count,1500,1500,787,209,13,13,0.52466667,0.13933333,0.00866667,0.00866667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold,full_available,3,main_number_hit_count,1550,1590,846,220,13,13,0.53207547,0.13836478,0.00817610,0.00838710,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_3bet,recent_100,3,main_number_hit_count,100,300,148,41,2,2,0.49333333,0.13666667,0.00666667,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_3bet,recent_150,3,main_number_hit_count,150,450,224,51,3,3,0.49777778,0.11333333,0.00666667,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_3bet,recent_500,3,main_number_hit_count,500,1500,769,190,15,15,0.51266667,0.12666667,0.01000000,0.03000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_3bet,recent_1500,3,main_number_hit_count,1500,4500,2325,575,51,51,0.51666667,0.12777778,0.01133333,0.03400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_3bet,full_available,3,main_number_hit_count,1500,4500,2325,575,51,51,0.51666667,0.12777778,0.01133333,0.03400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_5bet,recent_100,5,main_number_hit_count,100,500,251,73,5,5,0.50200000,0.14600000,0.01000000,0.05000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_5bet,recent_150,5,main_number_hit_count,150,750,388,98,6,6,0.51733333,0.13066667,0.00800000,0.04000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_5bet,recent_500,5,main_number_hit_count,500,2500,1278,314,24,24,0.51120000,0.12560000,0.00960000,0.04800000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_5bet,recent_1500,5,main_number_hit_count,1500,7500,3851,921,95,95,0.51346667,0.12280000,0.01266667,0.06333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_f4cold_5bet,full_available,5,main_number_hit_count,1500,7500,3851,921,95,95,0.51346667,0.12280000,0.01266667,0.06333333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_markov_cold,recent_100,3,main_number_hit_count,100,100,47,12,1,1,0.47000000,0.12000000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_markov_cold,recent_150,3,main_number_hit_count,150,150,69,16,1,1,0.46000000,0.10666667,0.00666667,0.00666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_markov_cold,recent_500,3,main_number_hit_count,500,500,269,57,6,6,0.53800000,0.11400000,0.01200000,0.01200000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_markov_cold,recent_1500,3,main_number_hit_count,1500,1500,753,181,17,17,0.50200000,0.12066667,0.01133333,0.01133333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,daily539_markov_cold,full_available,3,main_number_hit_count,1550,1590,794,194,18,18,0.49937107,0.12201258,0.01132075,0.01161290,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,markov_1bet_539,recent_100,1,main_number_hit_count,100,100,47,12,1,1,0.47000000,0.12000000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,markov_1bet_539,recent_150,1,main_number_hit_count,150,150,69,16,1,1,0.46000000,0.10666667,0.00666667,0.00666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,markov_1bet_539,recent_500,1,main_number_hit_count,500,500,269,57,6,6,0.53800000,0.11400000,0.01200000,0.01200000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,markov_1bet_539,recent_1500,1,main_number_hit_count,1500,1500,753,181,17,17,0.50200000,0.12066667,0.01133333,0.01133333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,markov_1bet_539,full_available,1,main_number_hit_count,1500,1500,753,181,17,17,0.50200000,0.12066667,0.01133333,0.01133333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_acb_2bet,recent_100,1,main_number_hit_count,100,100,55,15,2,2,0.55000000,0.15000000,0.02000000,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_acb_2bet,recent_150,1,main_number_hit_count,150,150,88,22,4,4,0.58666667,0.14666667,0.02666667,0.02666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_acb_2bet,recent_500,1,main_number_hit_count,500,500,277,73,5,5,0.55400000,0.14600000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_acb_2bet,recent_1500,1,main_number_hit_count,1500,1500,786,199,19,19,0.52400000,0.13266667,0.01266667,0.01266667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_acb_2bet,full_available,1,main_number_hit_count,1500,1500,786,199,19,19,0.52400000,0.13266667,0.01266667,0.01266667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_fourier_2bet,recent_100,1,main_number_hit_count,100,100,55,15,2,2,0.55000000,0.15000000,0.02000000,0.02000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_fourier_2bet,recent_150,1,main_number_hit_count,150,150,88,22,4,4,0.58666667,0.14666667,0.02666667,0.02666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_fourier_2bet,recent_500,1,main_number_hit_count,500,500,277,73,5,5,0.55400000,0.14600000,0.01000000,0.01000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_fourier_2bet,recent_1500,1,main_number_hit_count,1500,1500,786,199,19,19,0.52400000,0.13266667,0.01266667,0.01266667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,midfreq_fourier_2bet,full_available,1,main_number_hit_count,1500,1500,786,199,19,19,0.52400000,0.13266667,0.01266667,0.01266667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0b_539_3bet_f_cold_fmid,recent_100,1,main_number_hit_count,100,100,48,17,0,0,0.48000000,0.17000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0b_539_3bet_f_cold_fmid,recent_150,1,main_number_hit_count,150,150,76,22,0,0,0.50666667,0.14666667,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0b_539_3bet_f_cold_fmid,recent_500,1,main_number_hit_count,500,500,260,74,3,3,0.52000000,0.14800000,0.00600000,0.00600000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0b_539_3bet_f_cold_fmid,recent_1500,1,main_number_hit_count,1500,1500,792,211,13,13,0.52800000,0.14066667,0.00866667,0.00866667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0b_539_3bet_f_cold_fmid,full_available,1,main_number_hit_count,1500,1500,792,211,13,13,0.52800000,0.14066667,0.00866667,0.00866667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0c_539_3bet_f_cold_x2,recent_100,1,main_number_hit_count,100,100,48,17,0,0,0.48000000,0.17000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0c_539_3bet_f_cold_x2,recent_150,1,main_number_hit_count,150,150,76,22,0,0,0.50666667,0.14666667,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0c_539_3bet_f_cold_x2,recent_500,1,main_number_hit_count,500,500,260,74,3,3,0.52000000,0.14800000,0.00600000,0.00600000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0c_539_3bet_f_cold_x2,recent_1500,1,main_number_hit_count,1500,1500,792,211,13,13,0.52800000,0.14066667,0.00866667,0.00866667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,p0c_539_3bet_f_cold_x2,full_available,1,main_number_hit_count,1500,1500,792,211,13,13,0.52800000,0.14066667,0.00866667,0.00866667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,zone_gap_3bet_539,recent_100,1,main_number_hit_count,100,100,54,13,0,0,0.54000000,0.13000000,0.00000000,0.00000000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,zone_gap_3bet_539,recent_150,1,main_number_hit_count,150,150,84,19,1,1,0.56000000,0.12666667,0.00666667,0.00666667,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,zone_gap_3bet_539,recent_500,1,main_number_hit_count,500,500,255,51,2,2,0.51000000,0.10200000,0.00400000,0.00400000,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,zone_gap_3bet_539,recent_1500,1,main_number_hit_count,1500,1500,775,157,11,11,0.51666667,0.10466667,0.00733333,0.00733333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
DAILY_539,zone_gap_3bet_539,full_available,1,main_number_hit_count,1500,1500,775,157,11,11,0.51666667,0.10466667,0.00733333,0.00733333,not_computed,NULL,NULL,NULL,NULL_OR_NO_GO_RETROSPECTIVE_ONLY,RETROSPECTIVE_MATRIX_READY,ELIGIBLE_RETROSPECTIVE_ONLY,,immutable_sqlite:strategy_prediction_replays;P297A:strategy_inventory.csv
