strategy_id,lineage_id,game,bet_count,current_status,executable_status,implementation_kind,source_paths,git_first_seen_commit,git_last_seen_commit,current_exists,callable_entrypoint,parameter_source,implementation_signature_hash,notes,skip_reason,db_sources,evidence_level
caid_zonal_clean,caid_zonal_clean__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p66_wave6_controlled_apply_20260525.json;scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,742dd3bc5cd8c4230e8912768243cdf393f0148139fe16baf3843f9a4541c61a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
caid_zonal_existing,caid_zonal_existing__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p66_wave6_controlled_apply_20260525.json;scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,52717dd3460c0f4dce4cafcf26c2b50fd59e28a672941c0999ba0bdc26567df1,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
calculate_chaos_entropy,calculate_chaos_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/chaos_structural_invariant.py,UNKNOWN,UNKNOWN,True,,,ded659a9860f464b7699e6c683a191b2523b59a6029a90307aba0afdd17cf714,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
calculate_entropy,calculate_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/feature_importance_analyzer.py;lottery_api/models/feature_analyzer.py;lottery_api/models/unified_predictor.py;tools/analyze_specific_draw.py;tools/audit_regime_correlation.py;tools/biglotto_diversified_ensemble_v6.py;tools/biglotto_diversified_ensemble_v6_backup.py;tools/chaos_entropy_selector.py;tools/chaos_full_analysis.py;tools/exhaustive_feature_sweep_v2.py;tools/predict_power_zonal_entropy.py;tools/train_meta_stacker.py,UNKNOWN,UNKNOWN,True,,,787b98ddee429e592aa95de6b53495629b0c6bcc9e148b0eb72e3fe8dff86256,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
calculate_entropy_score,calculate_entropy_score__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/backtest_oddeven_research_539.py;lottery_api/backtest_oddeven_research_biglotto.py;lottery_api/predict_539_draw_310.py,UNKNOWN,UNKNOWN,True,,,7090114e30b7688fc0a56eb62269a778925fa159db95a21ede9d4181d8b6358f,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
calculate_zonal_entropy,calculate_zonal_entropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/zone_cluster.py;tools/backtest_stacker_v2.py;tools/train_stacker_v2.py;tools/validate_stacker_walkforward.py,UNKNOWN,UNKNOWN,True,,,20ae630fb6776bc81c3b15540d0e945abaeb3ec27eeff7f2fed2d4c7d6e0c34c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
candidate_midfreq_fourier_mk_3bet,candidate_midfreq_fourier_mk_3bet__current,UNKNOWN,3,UNKNOWN,UNKNOWN,mixed,outputs/replay/p53_powerlotto_midfreq_fourier_mk_3bet_watchlist_waiver_20260525.json;tests/test_p53_powerlotto_watchlist_waiver.py,UNKNOWN,UNKNOWN,True,,,3ec78dbd2c1455b275cd84a58c5011c77b306a31bc7f1f6dbc99aec3282fa1a9,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
catalog_source_snapshot,catalog_source_snapshot__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,analysis/p250a_cross_lottery_strategy_replay_inventory.py;analysis/p251a_cross_lottery_evidence_dashboard_dryrun_plan.py;analysis/p251b_cross_lottery_evidence_dashboard_data_builder.py;outputs/research/p250a_cross_lottery_strategy_replay_inventory_20260606.json;outputs/research/p250a_cross_lottery_strategy_replay_inventory_20260607.json,UNKNOWN,UNKNOWN,True,,,1db0f987311394b71fa7d22167d717dd98b2481d07d4b7519de01f50feea934e,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
categorical_crossentropy,categorical_crossentropy__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/perball_lstm.py,UNKNOWN,UNKNOWN,True,,,efe92c4c97429582766b32d1fc51b01462d52ba4e12cf7b44dc611f3c420642a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
champion_fourier_rhythm_3bet,champion_fourier_rhythm_3bet__current,UNKNOWN,3,UNKNOWN,UNKNOWN,mixed,outputs/replay/p53_powerlotto_midfreq_fourier_mk_3bet_watchlist_waiver_20260525.json;tests/test_p53_powerlotto_watchlist_waiver.py,UNKNOWN,UNKNOWN,True,,,4539a389f8318086004789c81e82b112f0f5df7cab6cadd5377d1dcb6899ebf0,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
chaos_entropy_selector,chaos_entropy_selector__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/exhaustive_feature_sweep_v2.py,UNKNOWN,UNKNOWN,True,,,ba74be7b84241e148d2bac734acb242cd0a5204866019b03fc36659b24d55112,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
chaos_markov_weight,chaos_markov_weight__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/test_regime_mab.py,UNKNOWN,UNKNOWN,True,,,971c6f35a40126bffab0443b5066a2c899302e1a6fb5624a68d888ca2e5c413b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
claimed_pp3_permutation_p,claimed_pp3_permutation_p__current,UNKNOWN,UNKNOWN,UNKNOWN,MISSING_CODE,json,rejected/sgp_v9_apex_powerlotto.json,UNKNOWN,UNKNOWN,False,,,43c5491adf6c8bf6a70bbf6d698537c6935e222db86c5f1d7b313bcd5a9592fc,,MISSING_CODE: rejected artifact evidence without callable entrypoint.,[],[Inferred]
cluster_pivot_2bet,cluster_pivot_2bet__current,UNKNOWN,2,UNKNOWN,UNKNOWN,python,tools/backtest_cluster_pivot_biglotto.py,UNKNOWN,UNKNOWN,True,,,d445a6637916215d69c099c61ed32ea59f36bd640da75c6b56f2c9c755a9c16d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cluster_pivot_3bet,cluster_pivot_3bet__current,UNKNOWN,3,UNKNOWN,UNKNOWN,python,tools/backtest_biglotto_portfolio.py;tools/backtest_cluster_pivot_biglotto.py;tools/scientific_audit_biglotto_v2.py,UNKNOWN,UNKNOWN,True,,,219694ddb2820be545ade85b93de13fbb7901553a23b52b99350156b8b46e68a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cluster_pivot_4bet,cluster_pivot_4bet__current,UNKNOWN,4,UNKNOWN,UNKNOWN,python,tools/audit_scientific_integrity.py;tools/backtest_cluster_pivot_biglotto.py,UNKNOWN,UNKNOWN,True,,,c395e3d076d923ec6598ae00e2a87a80df66adf0efb494815996b9d8d318c005,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cluster_regime,cluster_regime__current,UNKNOWN,UNKNOWN,UNKNOWN,DOC_ONLY,doc_only,docs/UNIFIED_LOTTERY_RESEARCH_REPORT_2026_02_26.json;docs/UNIFIED_LOTTERY_RESEARCH_REPORT_2026_02_26.md,UNKNOWN,UNKNOWN,False,,,03f913860d7045b0f3ee13c8b8f793e948e6d7358c426f228646300f8b6e5e40,,DOC_ONLY: mentioned only in docs/evidence/report artifacts.,[],[Inferred]
cold+midfreq,cold+midfreq__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p36_wave2_daily539_dryrun_rehearsal_20260523.md;docs/replay/p68_all_strategy_executability_inventory_scan_20260526.md;docs/replay/p91_all_strategy_replay_expansion_inventory_20260526.md;docs/replay/p94c_daily539_all_strategy_betcount_benchmark_20260526.md;lottery_api/models/p36_wave2_daily539_adapters.py;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p68_all_strategy_executability_inventory_scan_20260526.json;outputs/replay/p91_all_strategy_replay_expansion_inventory_20260526.json;outputs/replay/p94c_daily539_all_strategy_betcount_benchmark_20260526.json;scripts/p94c_daily539_all_strategy_betcount_benchmark.py,UNKNOWN,UNKNOWN,True,,,52e4063c9c4ffadaf7ea6c69ddfd3fb8e5aaae1c137c1627e05803ddbf94b3e3,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-complement,cold-complement__current,UNKNOWN,UNKNOWN,UNKNOWN,DOC_ONLY,doc_only,docs/replay/p65_wave6_controlled_apply_proposal_20260525.md;outputs/replay/p65_wave6_controlled_apply_proposal_20260525.json,UNKNOWN,UNKNOWN,False,,,3c28a9ecfd5ec86f71a6c9bd5fe8ab6c541f231995696007d4d32f3c9c3fa0e7,,DOC_ONLY: mentioned only in docs/evidence/report artifacts.,[],[Inferred]
cold-frequency,cold-frequency__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p63_powerlotto_wave6_candidate_planning_20260525.md;lottery_api/models/p42_wave3_biglotto_adapters.py;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/research/p280d_big649_future_only_freeze_protocol_20260618.json;tools/backtest_biglotto_enhancements.py,UNKNOWN,UNKNOWN,True,,,2d8d0ad9c65557209b3707f8ca7528491135332f4bc5a086a5ed3220ce1b6b4b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-number,cold-number__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p55_powerlotto_wave5_candidate_planning_20260525.md;docs/replay/p63_powerlotto_wave6_candidate_planning_20260525.md;outputs/research/power_lotto/p171_new_strategy_feature_engineering_discovery_plan_20260531.md;scripts/p55_powerlotto_wave5_candidate_planning.py,UNKNOWN,UNKNOWN,True,,,a4796bb120a61d3030fc2cd52cb9eaebd2b73cff5cbe7decba5965a7a4280858,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-pool,cold-pool__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p112_cross_lottery_prediction_helpfulness_audit_20260527.md;outputs/replay/p113_p112_action_decision_matrix_20260527.json;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;scripts/p113_p112_action_decision_matrix.py,UNKNOWN,UNKNOWN,True,,,2426987e7297e6ba6b911a4622f85fe66d4c6bab50455cd3cee00583371b6ca5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-rank,cold-rank__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/special3_baseline_dryrun.py,UNKNOWN,UNKNOWN,True,,,a9718748e2d532c09aa76eb2a747dc8393bb2e45945bbb4d4cf6172b02175b6c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-rebound,cold-rebound__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/special3_baseline_dryrun_20260527.md;scripts/p106_special3_prospective_evaluation_rerun.py,UNKNOWN,UNKNOWN,True,,,f91d859f8b1597cc512c06e36e49063b6e3777ac63465676f0c544504f0fe6f8,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold-reversion,cold-reversion__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p57_powerlotto_wave5_controlled_rehearsal_readiness_20260525.md;docs/replay/p63_powerlotto_wave6_candidate_planning_20260525.md;docs/replay/p64_cold_complement_wave6_dryrun_rehearsal_20260525.md;lottery_api/models/p56_wave5_powerlotto_adapters.py;tests/test_p55_powerlotto_wave5_candidate_planning.py,UNKNOWN,UNKNOWN,True,,,01da507694e149db94e56fd39c697e03d90c2534658a89188926e7c83dffaf32,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_10,cold_10__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/deep_review_115000007.py,UNKNOWN,UNKNOWN,True,,,49d78fa480257f5a1b18a53e84ccda43aeec4a7e58a007d878bba69f5d242000,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_100,cold_100__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/automl_biglotto/phase3_deep_search.py;ai_lab/automl_biglotto/predictability_detector.py,UNKNOWN,UNKNOWN,True,,,2014fff81b5a96a9b5fff1e9f717255eab6e5afc4f1d028abd96e293460d58cb,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_20_rate,cold_20_rate__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,lottery_api/backtest_daily539_2025_advanced.py;lottery_api/data/daily539_backtest_2025_results.json,UNKNOWN,UNKNOWN,True,,,ccefb89101badd9201de9d10d880d70018c4fa083061b70442425121b199909a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_3,cold_3__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/analyze_biglotto_115000012.py,UNKNOWN,UNKNOWN,True,,,2837c1343bb8984013f6bc32990446dfe92305feab15b01030b76c06ea221004,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_alert,cold_alert__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/quick_predict.py,UNKNOWN,UNKNOWN,True,,,fdb96d7b32118e6544b19a8f7b4b805d023b0e5196e7a1a8292fda87137cf1bc,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_alert_classifier,cold_alert_classifier__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_adaptive_validation.py;tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,faaa37fbb139148928514beb2451ea1ae31a35d1e296fdbf64265b593dea71a2,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_alert_correct,cold_alert_correct__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,3921a91906de18a115e966909db1f3f43faa1b89e377351415ba563bf03d76c4,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_alert_score,cold_alert_score__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/cold_alert.py,UNKNOWN,UNKNOWN,True,,,a79a9413216888e3a312ac3f063007375b5dea2f49ae92adba05320e0d13690d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_alert_total,cold_alert_total__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,ea0e05a691244425f987aa5682472312adce5d35ed656025c5d46bb115b6674e,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_bets,cold_bets__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/diversified_8_bets.py;lottery_api/models/anti_consensus_sampler.py,UNKNOWN,UNKNOWN,True,,,4aa96f2310a31b3ab29c4213584fc93a389beef1187d3e4af681b889c027540d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_big,cold_big__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tests/test_p333_strategy_pick_combination_scoreboard.py,UNKNOWN,UNKNOWN,True,,,1591e5b4cff48d5acbd15ec149a4b6bc09f3a4c83dd658c0080620b0fa929aa7,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_bonus,cold_bonus__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/optimized_bayesian_predictor.py,UNKNOWN,UNKNOWN,True,,,1e6c023c4fcd8c75792ca74d641413d75379cd00b8ce21217fb271536b0a9d40,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_bridge,cold_bridge__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p48_powerlotto_wave4_production_apply_20260524.json;scripts/p48_powerlotto_wave4_production_apply.py,UNKNOWN,UNKNOWN,True,,,8d26051af35492bddd0bdc619a23946e6dca191467079b0a8ac32bb32254d042,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_caid,cold_caid__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,f32764110412218575cb7a74ab4f989f263b5c52c16472e76f1d3715ac2325ed,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_caid_ok,cold_caid_ok__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p66_wave6_controlled_apply_20260525.json;scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,8549d3195e4106e42e5a1881f4695f7a498ef1be7f3acb6575c6b5429b1fee0b,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_candidates,cold_candidates__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/automl_biglotto/strategies_phase1.py;ai_lab/scripts/tail_number_predictor.py,UNKNOWN,UNKNOWN,True,,,3b3eb26be123b7378261549801437cebc7c4c43b912943a45f02af5567cac56d,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_clean,cold_clean__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,3777e9e15c904227639df6dace9a8807e96c73c30986eb7de59597a7d1e15b2f,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_cluster,cold_cluster__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/dual_bet_strategy.py,UNKNOWN,UNKNOWN,True,,,33c3d9426a0a4fa0ded90eeecd799063ddc760e27529cebee26e10cc2f15624c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_comeback,cold_comeback__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,config/prediction_config.yaml;lottery_api/config_loader.py;lottery_api/data/backtest_results/BIG_LOTTO_cold_comeback_2025.json,UNKNOWN,UNKNOWN,True,,,18614ff4d5cb4e7dd0597275dd135de351ba1a9c8d93b153e51fce3d39bb893a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_comeback_v2,cold_comeback_v2__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/enhanced_predictor.py,UNKNOWN,UNKNOWN,True,,,6daad1db13225534debfd11d1d3f4f8ea599cc4957657ef4555bfc1878f73c7a,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement,cold_complement__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p2_prediction_helpfulness_audit_20260526.md;docs/replay/p35_wave2_candidate_planning_20260523.md;docs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.md;docs/replay/p44_wave3_biglotto_performance_analysis_20260523.md;docs/replay/p57_powerlotto_wave5_controlled_rehearsal_readiness_20260525.md;docs/replay/p58_powerlotto_wave5_controlled_apply_proposal_20260525.md;docs/replay/p63_powerlotto_wave6_candidate_planning_20260525.md;docs/replay/p64_cold_complement_wave6_dryrun_rehearsal_20260525.md;docs/replay/p67_replay_milestone_closure_and_remote_sync_assessment_20260526.md;docs/replay/p71_controlled_apply_readiness_gate_20260526.md;docs/replay/p72_controlled_apply_rehearsal_20260526.md;lottery_api/models/p42_wave3_biglotto_adapters.py;outputs/replay/p2_prediction_helpfulness_audit_20260526.json;outputs/replay/p35_wave2_candidate_planning_20260523.json;outputs/replay/p41_wave3_biglotto_adapter_bootstrap_planning_20260524.json;outputs/replay/p63_powerlotto_wave6_candidate_planning_20260525.json;outputs/replay/p65_wave6_controlled_apply_proposal_20260525.json;scripts/p64_cold_complement_wave6_dryrun_rehearsal.py;scripts/p64c_zonal_entropy_wave6_determinism_dryrun.py;scripts/p66_wave6_controlled_apply.py;tests/test_p55_powerlotto_wave5_candidate_planning.py;tests/test_p57_powerlotto_wave5_controlled_rehearsal_readiness.py;tests/test_p58_powerlotto_wave5_controlled_apply_proposal.py;tests/test_p63_powerlotto_wave6_candidate_planning.py;tests/test_p64_cold_complement_wave6_dryrun_rehearsal.py;tests/test_p65_wave6_controlled_apply_proposal.py;tests/test_p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,53e7dba10df22739a0d39848bc94609b12b5e9c2943abc224189f6760ebc1e58,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement_clean,cold_complement_clean__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p66_wave6_controlled_apply_20260525.md;outputs/replay/p66_wave6_controlled_apply_20260525.json;scripts/p66_wave6_controlled_apply.py;tests/test_p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,d07cf217327daaeb2c65130c4281214cf1ef709db5808cf0073dea4e2a0ea971,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement_existing,cold_complement_existing__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p66_wave6_controlled_apply_20260525.json;scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,a9bbad13b04293adb86baafd71bebe73a2bdb20a3e26d21aedb442779f20dd49,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement_multi_bet_adapter,cold_complement_multi_bet_adapter__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,docs/replay/p125_adapter_gap_plan_from_p124_20260528.md;outputs/replay/p125_adapter_gap_plan_from_p124_20260528.json;scripts/p125_adapter_gap_plan_from_p124.py,UNKNOWN,UNKNOWN,True,,,15b383b250dace75e27e149fa405b8b7ad81623c65b8eed864558dc500a91bb5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement_production_rows_ok,cold_complement_production_rows_ok__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p64_cold_complement_wave6_dryrun_rehearsal_20260525.json;scripts/p64_cold_complement_wave6_dryrun_rehearsal.py;tests/test_p64_cold_complement_wave6_dryrun_rehearsal.py,UNKNOWN,UNKNOWN,True,,,24a8ee3813683eea91e8ebd17cb3b6082b5bb1396435711dced1fa9c3170be01,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_complement_safe,cold_complement_safe__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p65_wave6_controlled_apply_proposal_20260525.json;tests/test_p65_wave6_controlled_apply_proposal.py,UNKNOWN,UNKNOWN,True,,,1494ca4702e9029d6362bf0e76d779174642ea794f545369256ef6b4b1ec1622,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_counts,cold_counts__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,ad6f8a596c82c8d5dfbe1cf60be34a81bdbf1428f64d4c86edd35832fba6bdfd,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_deviations,cold_deviations__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/cold_alert.py;tools/p2_adaptive_validation.py;tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,a150845f657debbb35675053039af4dc99d74091eee37ff404f4d3eb24715547,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_dup_pre,cold_dup_pre__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,scripts/p66_wave6_controlled_apply.py,UNKNOWN,UNKNOWN,True,,,97945e1a5b6862955e4f7f638615200a6a9ae2d1de4c6312ee89c3f4a39f238c,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_events,cold_events__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,b9e405d220cf175e80528e3c4331c8033878370a00a4e128203bad16888f97a3,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_fallback_window,cold_fallback_window__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,mixed,outputs/replay/p64c_zonal_entropy_wave6_determinism_dryrun_20260525.json;scripts/p64c_zonal_entropy_wave6_determinism_dryrun.py,UNKNOWN,UNKNOWN,True,,,b3c7b3d716d65d86887582e990663875311537d8a8021b175d08d7e77cb63511,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_features,cold_features__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/p2_cold_classifier.py,UNKNOWN,UNKNOWN,True,,,f6ff9af3be2727cc2ff906ce4dc81c9061c478701f75d7c25e0e43f872df4ef2,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_filtered,cold_filtered__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,ai_lab/scripts/tail_number_predictor.py,UNKNOWN,UNKNOWN,True,,,c2362a5a074123c39774d90fe1375f3eeb9d0744d42d808aabd77f81f9b54d23,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_focused,cold_focused__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/ultra_optimized_predictor.py,UNKNOWN,UNKNOWN,True,,,30001a6274e5b9c65ada7e2d75a6972f26c842b7e16d2c0bcd5c3794a57929e9,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_from_data,cold_from_data__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/hot_cooccurrence_analyzer.py,UNKNOWN,UNKNOWN,True,,,2399a705688945b993558c2ad241e1ba728505e73680ef5fac0f8b418d3a4290,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_from_zero,cold_from_zero__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/hot_cooccurrence_analyzer.py,UNKNOWN,UNKNOWN,True,,,26543954b12aec8b73b7345fd763c52f298825831ec7f4b5583ea73c927ec77f,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_gap_max,cold_gap_max__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/optimize_moderate_selection.py,UNKNOWN,UNKNOWN,True,,,6be907575740c377c4eb7bfea4767054cad35f1a6bf6f3e773d4ae6fd589a8a5,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_gap_min,cold_gap_min__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,tools/optimize_moderate_selection.py,UNKNOWN,UNKNOWN,True,,,8a523555fc87b4d6ff64ff9d8b69257943a56e34f8c1dd6f1612095650b058de,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
cold_gap_range,cold_gap_range__current,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,python,lottery_api/models/cold_hunter_predictor.py,UNKNOWN,UNKNOWN,True,,,69d2ef65c491c45bc7a5a86cfd987c44d880fd58d5c76e9c6824d4e190233456,,UNKNOWN: source mention found but callable entrypoint not established.,[],[Inferred]
