lottery_type,window,combination_size,strategy_ids,sample_size_draws,sample_size_rows,rows_per_draw,ticket_budget_m,ticket_budget_ratio_vs_min,ticket_budget_ratio_vs_median,hit_at_least_1_rate,hit_at_least_2_rate,hit_at_least_3_rate,random_baseline_status,random_expected_hit_at_least_1_rate,random_expected_hit_at_least_2_rate,random_expected_hit_at_least_3_rate,descriptive_delta_vs_baseline_hit_at_least_1,descriptive_delta_vs_baseline_hit_at_least_2,descriptive_delta_vs_baseline_hit_at_least_3,equal_budget_status,equal_budget_method,equal_budget_hit_at_least_1_rate,equal_budget_hit_at_least_2_rate,equal_budget_hit_at_least_3_rate,inference_status,binom_p_hit_at_least_1_one_sided,binom_p_hit_at_least_2_one_sided,binom_p_hit_at_least_3_one_sided
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|coldpool15_biglotto|fourier30_markov30_biglotto,50,150,3.000000,3,3.000000,1.000000,0.820000000000,0.240000000000,0.060000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.097138116441,-0.148073627654,0.005122965343,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.928151e-01,9.909516e-01,5.221430e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|coldpool15_biglotto|fourier30_markov30_biglotto,300,900,3.000000,3,3.000000,1.000000,0.820000000000,0.316666666667,0.050000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.097138116441,-0.071406960987,-0.004877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,9.957057e-01,6.803438e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|coldpool15_biglotto|fourier30_markov30_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.829333333333,0.314666666667,0.052000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.087804783108,-0.073406960987,-0.002877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,9.999877e-01,6.577809e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_2bet_biglotto,50,150,3.000000,3,3.000000,1.000000,0.860000000000,0.240000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.057138116441,-0.148073627654,-0.014877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.479654e-01,9.909516e-01,7.678155e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_2bet_biglotto,300,900,3.000000,3,3.000000,1.000000,0.830000000000,0.313333333333,0.046666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.087138116441,-0.074740294321,-0.008210367990,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.999997e-01,9.970215e-01,7.687859e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_2bet_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.840000000000,0.324000000000,0.053333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.077138116441,-0.064073627654,-0.001543701324,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,9.998828e-01,5.961764e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_single_biglotto,50,150,3.000000,3,3.000000,1.000000,0.860000000000,0.240000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.057138116441,-0.148073627654,-0.014877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.479654e-01,9.909516e-01,7.678155e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_single_biglotto,300,900,3.000000,3,3.000000,1.000000,0.830000000000,0.313333333333,0.046666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.087138116441,-0.074740294321,-0.008210367990,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.999997e-01,9.970215e-01,7.687859e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|coldpool15_biglotto|markov_single_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.840000000000,0.324000000000,0.053333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.077138116441,-0.064073627654,-0.001543701324,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,9.998828e-01,5.961764e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|coldpool15_biglotto|ts3_regime_3bet,50,150,3.000000,3,3.000000,1.000000,0.900000000000,0.340000000000,0.100000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.017138116441,-0.048073627654,0.045122965343,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.686078e-01,7.992832e-01,1.381989e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|coldpool15_biglotto|ts3_regime_3bet,300,900,3.000000,3,3.000000,1.000000,0.893333333333,0.370000000000,0.063333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.023804783108,-0.018073627654,0.008456298676,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.408360e-01,7.578117e-01,2.932672e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|coldpool15_biglotto|ts3_regime_3bet,750,2250,3.000000,3,3.000000,1.000000,0.893333333333,0.370666666667,0.065333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.023804783108,-0.017406960987,0.010456298676,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.906525e-01,8.451407e-01,1.210760e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_2bet_biglotto,50,150,3.000000,3,3.000000,1.000000,0.920000000000,0.200000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.002861883559,-0.188073627654,-0.014877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,5.997896e-01,9.986801e-01,7.678155e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_2bet_biglotto,300,900,3.000000,3,3.000000,1.000000,0.856666666667,0.320000000000,0.043333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.060471449774,-0.068073627654,-0.011543701324,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.998335e-01,9.938962e-01,8.430883e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_2bet_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.862666666667,0.320000000000,0.050666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.054471449774,-0.068073627654,-0.004210367990,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.999998e-01,9.999538e-01,7.158967e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_single_biglotto,50,150,3.000000,3,3.000000,1.000000,0.920000000000,0.200000000000,0.040000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.002861883559,-0.188073627654,-0.014877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,5.997896e-01,9.986801e-01,7.678155e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_single_biglotto,300,900,3.000000,3,3.000000,1.000000,0.856666666667,0.320000000000,0.043333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.060471449774,-0.068073627654,-0.011543701324,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.998335e-01,9.938962e-01,8.430883e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|markov_single_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.862666666667,0.320000000000,0.050666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.054471449774,-0.068073627654,-0.004210367990,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.999998e-01,9.999538e-01,7.158967e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|ts3_regime_3bet,50,150,3.000000,3,3.000000,1.000000,0.940000000000,0.280000000000,0.100000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.022861883559,-0.108073627654,0.045122965343,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,3.966889e-01,9.592432e-01,1.381989e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|ts3_regime_3bet,300,900,3.000000,3,3.000000,1.000000,0.913333333333,0.353333333333,0.056666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.003804783108,-0.034740294321,0.001789632010,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,6.440491e-01,9.027403e-01,4.811660e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|fourier30_markov30_biglotto|ts3_regime_3bet,750,2250,3.000000,3,3.000000,1.000000,0.896000000000,0.344000000000,0.061333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.021138116441,-0.044073627654,0.006456298676,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.823900e-01,9.943143e-01,2.392958e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|markov_2bet_biglotto|markov_single_biglotto,50,150,3.000000,3,3.000000,1.000000,0.840000000000,0.180000000000,0.020000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.077138116441,-0.208073627654,-0.034877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.795136e-01,9.995791e-01,9.405139e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|markov_2bet_biglotto|markov_single_biglotto,300,900,3.000000,3,3.000000,1.000000,0.790000000000,0.273333333333,0.030000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.127138116441,-0.114740294321,-0.024877034657,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,9.999885e-01,9.851153e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|markov_2bet_biglotto|markov_single_biglotto,750,2250,3.000000,3,3.000000,1.000000,0.785333333333,0.265333333333,0.041333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.131804783108,-0.122740294321,-0.013543701324,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.000000e+00,1.000000e+00,9.609665e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|markov_2bet_biglotto|ts3_regime_3bet,50,150,3.000000,3,3.000000,1.000000,0.980000000000,0.300000000000,0.080000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.062861883559,-0.088073627654,0.025122965343,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.302522e-02,9.247210e-01,2.939098e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|markov_2bet_biglotto|ts3_regime_3bet,300,900,3.000000,3,3.000000,1.000000,0.933333333333,0.360000000000,0.056666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.016195216892,-0.028073627654,0.001789632010,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.817564e-01,8.548917e-01,4.811660e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|markov_2bet_biglotto|ts3_regime_3bet,750,2250,3.000000,3,3.000000,1.000000,0.916000000000,0.358666666667,0.062666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.001138116441,-0.029406960987,0.007789632010,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,5.781174e-01,9.550308e-01,1.939889e-01
BIG_LOTTO,recent_50,3,biglotto_deviation_2bet|markov_single_biglotto|ts3_regime_3bet,50,150,3.000000,3,3.000000,1.000000,0.980000000000,0.300000000000,0.080000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.062861883559,-0.088073627654,0.025122965343,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.302522e-02,9.247210e-01,2.939098e-01
BIG_LOTTO,recent_300,3,biglotto_deviation_2bet|markov_single_biglotto|ts3_regime_3bet,300,900,3.000000,3,3.000000,1.000000,0.933333333333,0.360000000000,0.056666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,0.016195216892,-0.028073627654,0.001789632010,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,1.817564e-01,8.548917e-01,4.811660e-01
BIG_LOTTO,recent_750,3,biglotto_deviation_2bet|markov_single_biglotto|ts3_regime_3bet,750,2250,3.000000,3,3.000000,1.000000,0.916000000000,0.358666666667,0.062666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.917138116441,0.388073627654,0.054877034657,-0.001138116441,-0.029406960987,0.007789632010,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,5.781174e-01,9.550308e-01,1.939889e-01
BIG_LOTTO,recent_50,3,biglotto_echo_aware_3bet|biglotto_triple_strike|biglotto_ts3_markov_4bet_w30,50,400,8.000000,8,8.000000,2.666667,1.000000000000,0.760000000000,0.140000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.998694993115,0.730103167328,0.139728550909,0.001305006885,0.029896832672,0.000271449091,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,9.367930e-01,3.843741e-01,5.594516e-01
BIG_LOTTO,recent_300,3,biglotto_echo_aware_3bet|biglotto_triple_strike|biglotto_ts3_markov_4bet_w30,300,2400,8.000000,8,8.000000,2.666667,1.000000000000,0.676666666667,0.170000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.998694993115,0.730103167328,0.139728550909,0.001305006885,-0.053436500661,0.030271449091,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,6.758678e-01,9.829084e-01,7.916805e-02
BIG_LOTTO,recent_750,3,biglotto_echo_aware_3bet|biglotto_triple_strike|biglotto_ts3_markov_4bet_w30,750,6000,8.000000,8,8.000000,2.666667,0.998666666667,0.702666666667,0.153333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.998694993115,0.730103167328,0.139728550909,-0.000028326448,-0.027436500661,0.013604782424,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,7.435790e-01,9.574581e-01,1.534658e-01
BIG_LOTTO,recent_50,3,biglotto_echo_aware_3bet|biglotto_triple_strike|cold_complement_biglotto,50,250,5.000000,5,5.000000,1.666667,1.000000000000,0.700000000000,0.160000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.984250817995,0.558939040922,0.089778282153,0.015749182005,0.141060959078,0.070221717847,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.521570e-01,2.942444e-02,7.597828e-02
BIG_LOTTO,recent_300,3,biglotto_echo_aware_3bet|biglotto_triple_strike|cold_complement_biglotto,300,1500,5.000000,5,5.000000,1.666667,0.990000000000,0.590000000000,0.133333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.984250817995,0.558939040922,0.089778282153,0.005749182005,0.031060959078,0.043555051180,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,3.036698e-01,1.525553e-01,7.885834e-03
BIG_LOTTO,recent_750,3,biglotto_echo_aware_3bet|biglotto_triple_strike|cold_complement_biglotto,750,3750,5.000000,5,5.000000,1.666667,0.988000000000,0.605333333333,0.106666666667,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.984250817995,0.558939040922,0.089778282153,0.003749182005,0.046394292411,0.016888384514,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,2.571708e-01,5.677827e-03,6.279161e-02
BIG_LOTTO,recent_50,3,biglotto_echo_aware_3bet|biglotto_triple_strike|coldpool15_biglotto,50,250,5.000000,5,5.000000,1.666667,1.000000000000,0.700000000000,0.160000000000,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.984250817995,0.558939040922,0.089778282153,0.015749182005,0.141060959078,0.070221717847,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,4.521570e-01,2.942444e-02,7.597828e-02
BIG_LOTTO,recent_300,3,biglotto_echo_aware_3bet|biglotto_triple_strike|coldpool15_biglotto,300,1500,5.000000,5,5.000000,1.666667,0.990000000000,0.590000000000,0.133333333333,COMPUTED_ANALYTIC_HYPERGEOMETRIC_MATCHED_BUDGET,0.984250817995,0.558939040922,0.089778282153,0.005749182005,0.031060959078,0.043555051180,INSUFFICIENT_RAW_DATA_FOR_ACTUAL_TICKET_SUBSAMPLING,MATCHED_BUDGET_ANALYTIC_RANDOM_REFERENCE,,,,RETROSPECTIVE_EXACT_BINOMIAL_VS_EQUAL_BUDGET_RANDOM_NULL_DESCRIPTIVE_SCREEN,3.036698e-01,1.525553e-01,7.885834e-03
