confirmatory_family_id,strategy_id,independent_algorithm_id,equivalence_group,ticket_count,raw_p_value,bonferroni_adjusted_p_value,bh_fdr_adjusted_p_value,paired_interval_95,credible_advantage_unadjusted,credible_advantage_adjusted,confirmatory_rule
history::lottery_api/models/zone_split.py|ticket_count=20,history::lottery_api/models/zone_split.py,history::lottery_api/models/zone_split.py,zone_split_family,20,0.9635113112017071,1.0,0.998102049628845,"[-0.010074074074,0.000493827160]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
hot_stop_rebound_biglotto|ticket_count=10,hot_stop_rebound_biglotto,hot_stop_rebound_biglotto,,10,0.9621635548915757,1.0,0.998102049628845,"[-0.007160493827,0.000493827160]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
hot_stop_rebound_biglotto|ticket_count=15,hot_stop_rebound_biglotto,hot_stop_rebound_biglotto,,15,0.9904097029952091,1.0,0.998102049628845,"[-0.010172839506,-0.000592592593]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
hot_stop_rebound_biglotto|ticket_count=20,hot_stop_rebound_biglotto,hot_stop_rebound_biglotto,,20,0.9608083221777594,1.0,0.998102049628845,"[-0.010567901235,0.000740740741]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_2bet_biglotto|ticket_count=10,markov_2bet_biglotto,markov_2bet_biglotto,,10,0.8851651362956935,1.0,0.998102049628845,"[-0.006222222222,0.001925925926]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_2bet_biglotto|ticket_count=15,markov_2bet_biglotto,markov_2bet_biglotto,,15,0.8268317265206676,1.0,0.998102049628845,"[-0.007604938272,0.003061728395]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_2bet_biglotto|ticket_count=20,markov_2bet_biglotto,markov_2bet_biglotto,,20,0.6941497925672032,1.0,0.998102049628845,"[-0.007604938272,0.004740740741]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_repeat_exception_biglotto|ticket_count=10,markov_repeat_exception_biglotto,markov_repeat_exception_biglotto,,10,0.5918064361218929,1.0,0.998102049628845,"[-0.005086419753,0.004444444444]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_repeat_exception_biglotto|ticket_count=15,markov_repeat_exception_biglotto,markov_repeat_exception_biglotto,,15,0.5756356097965226,1.0,0.998102049628845,"[-0.005975308642,0.005382716049]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_repeat_exception_biglotto|ticket_count=20,markov_repeat_exception_biglotto,markov_repeat_exception_biglotto,,20,0.7495238714547338,1.0,0.998102049628845,"[-0.008000000000,0.004543209877]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_single_biglotto|ticket_count=10,markov_single_biglotto,markov_single_biglotto,,10,0.9936351323888026,1.0,0.998102049628845,"[-0.008000000000,-0.000740740741]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_single_biglotto|ticket_count=15,markov_single_biglotto,markov_single_biglotto,,15,0.99094690796367,1.0,0.998102049628845,"[-0.009827160494,-0.000740740741]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
markov_single_biglotto|ticket_count=20,markov_single_biglotto,markov_single_biglotto,,20,0.9608083221777596,1.0,0.998102049628845,"[-0.010518518519,0.000740740741]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
neighbor_injection_biglotto|ticket_count=10,neighbor_injection_biglotto,neighbor_injection_biglotto,,10,0.823296963957561,1.0,0.998102049628845,"[-0.006123456790,0.002419753086]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
neighbor_injection_biglotto|ticket_count=15,neighbor_injection_biglotto,neighbor_injection_biglotto,,15,0.9831676872260657,1.0,0.998102049628845,"[-0.009333333333,-0.000246913580]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
neighbor_injection_biglotto|ticket_count=20,neighbor_injection_biglotto,neighbor_injection_biglotto,,20,0.998102049628845,1.0,0.998102049628845,"[-0.012444444444,-0.002271604938]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_2bet|ticket_count=10,predict_biglotto_echo_2bet,predict_biglotto_echo_2bet,,10,0.752802657700273,1.0,0.998102049628845,"[-0.005530864198,0.003012345679]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_2bet|ticket_count=15,predict_biglotto_echo_2bet,predict_biglotto_echo_2bet,,15,0.64511870929888,1.0,0.998102049628845,"[-0.006518518519,0.004592592593]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_2bet|ticket_count=20,predict_biglotto_echo_2bet,predict_biglotto_echo_2bet,,20,0.8014243365696379,1.0,0.998102049628845,"[-0.008395061728,0.003456790123]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_phase2|ticket_count=10,predict_biglotto_echo_phase2,predict_biglotto_echo_phase2,,10,0.928611015401518,1.0,0.998102049628845,"[-0.006814814815,0.001185185185]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_phase2|ticket_count=15,predict_biglotto_echo_phase2,predict_biglotto_echo_phase2,,15,0.8769620304729399,1.0,0.998102049628845,"[-0.007802469136,0.002370370370]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_echo_phase2|ticket_count=20,predict_biglotto_echo_phase2,predict_biglotto_echo_phase2,,20,0.8828126259598383,1.0,0.998102049628845,"[-0.009530864198,0.002419753086]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_mixed_3bet|ticket_count=10,predict_biglotto_mixed_3bet,predict_biglotto_mixed_3bet,,10,0.4277848219682003,1.0,0.998102049628845,"[-0.003950617284,0.005580246914]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_mixed_3bet|ticket_count=15,predict_biglotto_mixed_3bet,predict_biglotto_mixed_3bet,,15,0.37549449606228774,1.0,0.998102049628845,"[-0.004296296296,0.007061728395]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_mixed_3bet|ticket_count=20,predict_biglotto_mixed_3bet,predict_biglotto_mixed_3bet,,20,0.5783212446396021,1.0,0.998102049628845,"[-0.006716049383,0.005876543210]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_regime|ticket_count=10,predict_biglotto_regime,predict_biglotto_regime,,10,0.7528026577002728,1.0,0.998102049628845,"[-0.005629629630,0.002913580247]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_regime|ticket_count=15,predict_biglotto_regime,predict_biglotto_regime,,15,0.5068555831785915,1.0,0.998102049628845,"[-0.005234567901,0.005481481481]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
predict_biglotto_regime|ticket_count=20,predict_biglotto_regime,predict_biglotto_regime,,20,0.5786825652726715,1.0,0.998102049628845,"[-0.006666666667,0.006172839506]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
ts3_regime_3bet|ticket_count=10,ts3_regime_3bet,ts3_regime_3bet,,10,0.8838473090229857,1.0,0.998102049628845,"[-0.006567901235,0.001925925926]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
ts3_regime_3bet|ticket_count=15,ts3_regime_3bet,ts3_regime_3bet,,15,0.9673880073615264,1.0,0.998102049628845,"[-0.008938271605,0.000395061728]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
ts3_regime_3bet|ticket_count=20,ts3_regime_3bet,ts3_regime_3bet,,20,0.9411520840288727,1.0,0.998102049628845,"[-0.010320987654,0.001530864198]",False,False,"unique independent_algorithm_id x ticket_count across the frozen 30-strategy universe and ticket counts 10,15,20; one-sided exact draw-cluster sign-flip p-values; credible adjusted advantage requires paired CI lower bound > 0 and Bonferroni-adjusted p < 0.05; BH-FDR is reported as a secondary adjustment"
